BioProject	id	Heterogeneous.Selection	Homogeneous.Selection	Dispersal.Limitation	Homogenizing.Dispersal	Drift.and.Others
PRJNA906953	SRR22462600	0.000585236	0.182275292	0.363120563	0.06012623	0.393892679
PRJNA906953	SRR22462601	0	0.229824301	0.311079437	0.084995794	0.374100467
PRJNA906953	SRR22462602	0.003240177	0.340114645	0.290605582	0.020156032	0.345883565
PRJNA906953	SRR22462603	0.023487	0.257713795	0.305994988	0.04985085	0.362953367
PRJNA906953	SRR22462604	0.01101467	0.266280902	0.291922073	0.08115841	0.349623946
PRJNA906953	SRR22462605	0.021995192	0.236143225	0.300000289	0.058203254	0.383658041
PRJNA906953	SRR22462606	0.010774887	0.27236246	0.268887876	0.04755381	0.400420967
PRJNA906953	SRR22462607	0.01193418	0.188773153	0.334167919	0.087714716	0.377410033
PRJNA906953	SRR22462608	0.023767892	0.228172816	0.375244917	0.074172599	0.298641776
PRJNA906953	SRR22462609	0.003255818	0.238829536	0.326779773	0.036256127	0.394878747
PRJNA906953	SRR22462610	0.018116071	0.233302185	0.359601254	0.032805134	0.356175356
PRJNA906953	SRR22462611	0.006771692	0.242102872	0.378703934	0.00749928	0.364922223
PRJNA906953	SRR22462612	0.019867244	0.231089119	0.321778509	0.010571772	0.416693355
PRJNA906953	SRR22462613	0.012862878	0.370011792	0.308504223	0.004898714	0.303722394
PRJNA906953	SRR22462624	0.005323216	0.347112981	0.273297445	0.012287865	0.361978493
PRJNA906953	SRR22462629	0.00888796	0.206659946	0.35622206	0.049777158	0.378452877
PRJNA906953	SRR22462630	0.022079432	0.266747898	0.361031354	0.057122805	0.29301851
PRJNA906953	SRR22462631	0.01249908	0.293132142	0.354241923	0.09807686	0.242049995
PRJNA906953	SRR22462632	0.010980024	0.330849848	0.367604392	0.074060739	0.216504997
PRJNA906953	SRR22462633	0.045892062	0.268999529	0.311581413	0.043900136	0.32962686
PRJNA906953	SRR22462634	0.02297004	0.322872843	0.359833297	0.056959925	0.237363895
PRJNA906953	SRR22462635	0.007545994	0.398800626	0.309695742	0.005634637	0.278323001
PRJNA906953	SRR22462637	0.007472496	0.277118739	0.362265508	0.044797151	0.308346106
PRJNA906953	SRR22462638	0.008231262	0.276356197	0.356792126	0.021695475	0.336924941
PRJNA906953	SRR22462640	0.011909991	0.343617612	0.336075454	0.033689291	0.274707652
PRJNA906953	SRR22462641	0.00929732	0.3049759	0.353738802	0.03183457	0.300153408
PRJNA906953	SRR22462643	0.013897227	0.274722338	0.401000958	0.030680825	0.279698653
PRJNA906953	SRR22462644	0.014950391	0.279085107	0.358277041	0.022221127	0.325466335
PRJNA906953	SRR22462646	0.021937343	0.301058586	0.306142972	0.016937289	0.353923811
PRJNA906953	SRR22462647	0.011617276	0.288817085	0.36608639	0.02157108	0.311908169
PRJNA906953	SRR22462648	0.009693204	0.300111028	0.349649518	0.013754173	0.326792077
PRJNA906953	SRR22462657	0.010106602	0.350230766	0.344881685	0.007602685	0.287178262
PRJNA906953	SRR22462664	0.00765691	0.301820489	0.172590446	0.055781726	0.46215043
PRJNA906953	SRR22462665	0.03270589	0.36718305	0.263769795	0.012292915	0.32404835
PRJNA906953	SRR22462666	0.005385844	0.420516151	0.227802764	0.028375694	0.317919547
PRJNA906953	SRR22462667	0.004279881	0.357620147	0.253646684	0.050837303	0.333615985
PRJNA906953	SRR22462668	0.043683008	0.29415161	0.315183806	0.029018744	0.317962831
PRJNA906953	SRR22462669	0.012425965	0.323388824	0.316914279	0.00964779	0.337623142
PRJNA914530	SRR22840019	0	0.611686806	0.178702515	0.001006971	0.208603707
PRJNA914530	SRR22840020	0	0.481404409	0.304412886	0.010857392	0.203325313
PRJNA914530	SRR22840021	0.006979227	0.619206126	0.096348231	0.016769016	0.260697401
PRJNA914530	SRR22840022	0.008285778	0.540782314	0.059740723	0.001527474	0.38966371
PRJNA914530	SRR22840023	0.003089417	0.234883349	0.321649575	0.020572424	0.419805235
PRJNA914530	SRR22840024	0.010194556	0.307181225	0.232439095	0.023788765	0.426396359
PRJNA914530	SRR22840025	0.00100933	0.37535086	0.194495291	0.035729664	0.393414855
PRJNA914530	SRR22840026	0	0.551854827	0.15407965	0.009077733	0.284987791
PRJNA914530	SRR22840027	4.25E-05	0.259559783	0.369750631	0.012869089	0.357778028
PRJNA914530	SRR22840029	0.002290429	0.172428778	0.543011805	0.013738014	0.268530974
PRJNA914530	SRR22840030	0.017623831	0.514988219	0.16834152	0.007738497	0.291307933
PRJNA914530	SRR22840031	0.007512162	0.119891154	0.298637848	0.009806454	0.564152383
PRJNA914530	SRR22840032	0	0.207666334	0.102285821	0.005276287	0.684771558
PRJNA914530	SRR22840033	0	0.091566067	0.477622812	0.008166844	0.422644278
PRJNA914530	SRR22840034	0.001090328	0.093437705	0.299257412	0.007723842	0.598490714
PRJNA914530	SRR22840035	0.003271763	0.100279858	0.368505827	0.03246977	0.495472782
PRJNA914530	SRR22840036	0.000129345	0.184178407	0.441902604	0.005277187	0.368512456
PRJNA914530	SRR22840037	0.000394249	0.197480248	0.227651836	0.023501176	0.550972491
PRJNA914530	SRR22840038	0.005930374	0.228978258	0.420308439	0.00790369	0.336879238
PRJNA914530	SRR22840040	0.006419167	0.103119842	0.449632684	0.007081546	0.433746761
PRJNA914530	SRR22840041	0.008432137	0.056868233	0.450865701	0.003178349	0.48065558
PRJNA914530	SRR22840042	0.002483823	0.104168285	0.445779525	0.036670178	0.410898189
PRJNA914530	SRR22840043	0.008339897	0.093504746	0.42745906	0.02123658	0.449459718
PRJNA914530	SRR22840044	0.013161992	0.083133635	0.513902352	0.01669839	0.373103631
PRJNA914530	SRR22840045	0.010553643	0.112012497	0.457932068	0.019483038	0.400018754
PRJNA914530	SRR22840046	0.009428157	0.038361877	0.503376758	0.02038526	0.428447948
PRJNA914530	SRR22840047	0.014912366	0.11821967	0.471148531	0.012477558	0.383241876
PRJNA914530	SRR22840048	0.05206075	0.07999554	0.41363794	0.007945008	0.446360762
PRJNA914530	SRR22840049	0.008049871	0.215161842	0.388611356	0.021533383	0.366643547
PRJNA914530	SRR22840051	0.011563393	0.069270181	0.026132366	0.002387854	0.890646207
PRJNA914530	SRR22840052	0.011052125	0.106381425	0.489010614	0.021218744	0.372337092
PRJNA914530	SRR22840053	0.011601597	0.071846421	0.412879544	0.004547292	0.499125147
PRJNA914530	SRR22840054	0.027170936	0.254474594	0.326651608	0.008318987	0.383383875
PRJNA914530	SRR22840055	0.004297184	0.153489038	0.416477118	0.003310094	0.422426567
PRJNA914530	SRR22840056	0.012548808	0.16228588	0.387137517	0.01114007	0.426887725
PRJNA914530	SRR22840057	0.008221306	0.104581166	0.495810564	0.009784877	0.381602087
PRJNA914530	SRR22840058	0.007935254	0.163417544	0.449321364	0.006473719	0.37285212
PRJNA914530	SRR22840059	0.005990707	0.061197663	0.417107792	0.005663644	0.510040194
PRJNA914530	SRR22840060	0.004143414	0.152988148	0.510888838	0.022493304	0.309486296
PRJNA922564	SRR23075664	0.061705686	0.583394595	0.315720465	0	0.039179254
PRJNA922564	SRR23075667	0.03168648	0.633399588	0.331318614	0	0.003595318
PRJNA922564	SRR23075669	0.021493893	0.491456603	0.482870634	0	0.00417887
PRJNA922564	SRR23075671	0.029631751	0.558986482	0.400743491	0	0.010638275
PRJNA922564	SRR23075673	0.085302571	0.298445182	0.615717649	0	0.000534598
PRJNA922564	SRR23075675	0.0668034	0.443881807	0.485117048	0	0.004197745
PRJNA922564	SRR23075677	0.076737221	0.463960457	0.443339765	0	0.015962557
PRJNA922564	SRR23075679	0.271472496	0.295453653	0.416810917	0	0.016262934
PRJNA922564	SRR23075680	0.090501323	0.43040694	0.464969206	0	0.014122531
PRJNA922564	SRR23075682	0.062172967	0.334378745	0.591017269	0	0.012431019
PRJNA922564	SRR23075684	0.071965444	0.415446016	0.504610392	0	0.007978148
PRJNA922564	SRR23075686	0.123421932	0.374485288	0.495932741	0	0.006160039
PRJNA922564	SRR23075688	0.221294009	0.389248678	0.381394671	0	0.008062642
PRJNA922564	SRR23075691	0.119819034	0.374211568	0.484857876	0	0.021111522
PRJNA922564	SRR23075692	0.141264407	0.471678897	0.382576814	0	0.004479882
PRJNA922564	SRR23075694	0.207009176	0.410101575	0.365981031	0	0.016908218
PRJNA922564	SRR23075696	0.088032611	0.557018533	0.33051845	0	0.024430406
PRJNA922564	SRR23075698	0.145454016	0.484386118	0.36109803	0	0.009061836
PRJNA922564	SRR23075700	0.198580086	0.483953706	0.309180431	0	0.008285777
PRJNA922564	SRR23075703	0.148237811	0.357551269	0.479692463	0	0.014518456
PRJNA922564	SRR23075705	0.16147149	0.407511896	0.424090682	0	0.006925932
PRJNA922564	SRR23075707	0.109219878	0.433315632	0.438931496	0	0.018532993
PRJNA922564	SRR23075709	0.165405539	0.407343558	0.417585772	0	0.009665132
PRJNA922564	SRR23075711	0.155130184	0.411127338	0.420385579	0	0.0133569
PRJNA922564	SRR23075713	0.098874599	0.412937074	0.482900559	0	0.005287768
PRJNA922564	SRR23075714	0.137586165	0.409994791	0.425658943	0	0.026760102
PRJNA922564	SRR23075716	0.19334922	0.339007042	0.438635524	0	0.029008214
PRJNA922564	SRR23075718	0.114516782	0.437831992	0.428089174	0	0.019562052
PRJNA922564	SRR23075720	0.303821168	0.31937211	0.356460601	0	0.020346121
PRJNA922564	SRR23075721	0.114247289	0.51811203	0.351227786	0	0.016412895
PRJNA922564	SRR23075723	0.115509515	0.485731011	0.393578142	0	0.005181331
PRJNA922564	SRR23075725	0.132430427	0.524650048	0.322834487	0	0.020085038
PRJNA922564	SRR23075727	0.131839079	0.437782354	0.425008078	0	0.00537049
PRJNA922564	SRR23075729	0.152996124	0.459062346	0.372352396	0	0.015589133
PRJNA922564	SRR23075732	0.15052603	0.504946191	0.34014505	0	0.004382729
PRJNA922564	SRR23075734	0.247413648	0.35347863	0.394917212	0	0.00419051
PRJNA922564	SRR23075736	0.093015394	0.487318842	0.416671721	0	0.002994043
PRJNA922564	SRR23075738	0.191841692	0.484716914	0.3219996	0	0.001441794
PRJNA922564	SRR23075740	0.22932056	0.47748716	0.285898767	0	0.007293512
PRJNA922564	SRR23075742	0.204879826	0.351556331	0.427084168	0	0.016479676
PRJNA922564	SRR23075743	0.160165178	0.446401387	0.387001093	0	0.006432343
PRJNA922564	SRR23075753	0.110432237	0.383443517	0.498101883	0	0.008022363
PRJNA922564	SRR23075755	0.142769118	0.475041394	0.351618073	0	0.030571415
PRJNA922564	SRR23075757	0.109888644	0.506626699	0.368549097	0	0.01493556
PRJNA922564	SRR23075759	0.158725543	0.48611366	0.339940746	0	0.015220051
PRJNA922564	SRR23075761	0.203618114	0.38212568	0.402682664	0	0.011573541
PRJNA922564	SRR23075763	0.121581948	0.490151761	0.384008408	0	0.004257882
PRJNA922564	SRR23075764	0.23021004	0.333116401	0.425745477	0	0.010928082
PRJNA922564	SRR23075766	0.169399034	0.423989175	0.394400344	0	0.012211447
PRJNA922564	SRR23075768	0.251985034	0.356137898	0.384151438	0	0.007725631
PRJNA922564	SRR23075770	0.092348902	0.280763646	0.621345794	0	0.005541658
PRJNA922564	SRR23075773	0.178466729	0.409056607	0.380675498	0	0.031801167
PRJNA922564	SRR23075775	0.267764724	0.328015514	0.396460826	0	0.007758935
PRJNA922564	SRR23075777	0.179276206	0.431143302	0.375761554	0	0.013818938
PRJNA922564	SRR23075779	0.161723422	0.447130852	0.364850971	0	0.026294755
PRJNA922564	SRR23075781	0.401518801	0.188631768	0.402194048	0	0.007655382
PRJNA922564	SRR23075783	0.139154224	0.479954285	0.376505174	0	0.004386317
PRJNA922564	SRR23075784	0.234468618	0.477636804	0.275790755	0	0.012103823
PRJNA922564	SRR23075786	0.380704398	0.296919392	0.310108137	0	0.012268073
PRJNA922564	SRR23075788	0.167625832	0.441631222	0.37629046	0	0.014452486
PRJNA922564	SRR23075790	0.264829582	0.441115316	0.283222235	0	0.010832866
PRJNA922564	SRR23075793	0.121711816	0.449842034	0.414957677	0	0.013488473
PRJNA922564	SRR23075795	0.160178122	0.399132568	0.42851715	0	0.01217216
PRJNA922564	SRR23075796	0.23286347	0.508495947	0.249630487	0	0.009010096
PRJNA922564	SRR23075798	0.287046426	0.368439365	0.335089637	0	0.009424572
PRJNA922564	SRR23075800	0.159961039	0.510428685	0.320087873	0	0.009522403
PRJNA922564	SRR23075802	0.15508233	0.401547962	0.427805482	0	0.015564226
PRJNA922564	SRR23075804	0.103213361	0.474119203	0.41066275	0	0.012004685
PRJNA922564	SRR23075807	0.164512406	0.488036273	0.343195235	0	0.004256086
PRJNA922564	SRR23075809	0.167199185	0.412668805	0.414268793	0	0.005863218
PRJNA922564	SRR23075811	0.166367848	0.444471548	0.37864114	0	0.010519465
PRJNA922564	SRR23075813	0.224747926	0.362631786	0.402793922	0	0.009826366
PRJNA922564	SRR23075815	0.148291613	0.415259302	0.427417164	0	0.00903192
PRJNA922564	SRR23075821	0.142856847	0.478720022	0.364352597	0	0.014070534
PRJNA922564	SRR23075824	0.269590384	0.31472596	0.412708095	0	0.002975561
PRJNA922564	SRR23075825	0.133682396	0.42113505	0.440382625	0	0.00479993
PRJNA922564	SRR23075828	0.38655302	0.223258123	0.378005645	0	0.012183212
PRJNA922564	SRR23075830	0.146392125	0.427975527	0.41603562	0	0.009596729
PRJNA922564	SRR23075833	0.197496689	0.40317414	0.387121498	0	0.012207673
PRJNA922564	SRR23075836	0.308503426	0.352917285	0.32919429	0	0.009384999
PRJNA922564	SRR23075839	0.24498401	0.350936607	0.39354869	0	0.010530693
PRJNA922564	SRR23075840	0.120249584	0.515530866	0.356468012	0	0.007751538
PRJNA922564	SRR23075842	0.132644303	0.484566005	0.376916795	0	0.005872897
PRJNA922564	SRR23075844	0.165333167	0.514962238	0.313358516	0	0.006346079
PRJNA922564	SRR23075846	0.133124414	0.46247141	0.392936826	0	0.01146735
PRJNA922564	SRR23075847	0.106403794	0.423903883	0.441009614	0	0.02868271
PRJNA922564	SRR23075849	0.110384857	0.496183738	0.39197292	0	0.001458485
PRJNA922564	SRR23075851	0.132587887	0.400869974	0.462629394	0	0.003912746
PRJNA922564	SRR23075853	0.18054021	0.30343012	0.504156183	0	0.011873487
PRJNA922564	SRR23075855	0.165054622	0.440414943	0.387550001	0	0.006980433
PRJNA922564	SRR23075858	0.136432203	0.504256193	0.35420719	0	0.005104415
PRJNA922564	SRR23075860	0.107082358	0.44567789	0.441325311	0	0.005914442
PRJNA922564	SRR23075862	0.117587734	0.411391929	0.462678917	0	0.00834142
PRJNA922564	SRR23075864	0.219094109	0.400348292	0.364532178	0	0.01602542
PRJNA922564	SRR23075866	0.145935868	0.436637638	0.4036333	0	0.013793194
PRJNA922564	SRR23075867	0.258960128	0.29068465	0.441922048	0	0.008433173
PRJNA922564	SRR23075869	0.381644964	0.277808171	0.327002965	0	0.013543901
PRJNA922564	SRR23075871	0.123860881	0.192367516	0.677489994	0	0.006281609
PRJNA922564	SRR23075882	0.13603058	0.481654	0.372591529	0	0.009723891
PRJNA922564	SRR23075884	0.25157283	0.299055017	0.430808457	0	0.018563696
PRJNA922564	SRR23075885	0.167770372	0.442599848	0.383617436	0	0.006012344
PRJNA922564	SRR23075888	0.118157362	0.489479665	0.379052363	0	0.01331061
PRJNA922564	SRR23075891	0.206667479	0.295434911	0.480956418	0	0.016941192
PRJNA922564	SRR23075893	0.207326702	0.36679666	0.415070842	0	0.010805796
PRJNA922564	SRR23075895	0.354410805	0.272770352	0.360886276	0	0.011932567
PRJNA922564	SRR23075897	0.230343813	0.346090335	0.413001142	0	0.01056471
PRJNA922564	SRR23075899	0.205099798	0.333158347	0.455005587	0	0.006736268
PRJNA922564	SRR23075901	0.260789757	0.422815131	0.299903322	0	0.01649179
PRJNA922564	SRR23075902	0.17241387	0.395497406	0.424325423	0	0.007763302
PRJNA922564	SRR23075904	0.235392504	0.275625754	0.476636772	0	0.012344969
PRJNA922564	SRR23075906	0.271954765	0.331239035	0.383559313	0	0.013246886
PRJNA922564	SRR23075908	0.153364034	0.398637575	0.435993596	0	0.012004796
PRJNA922564	SRR23075910	0.413472132	0.289046709	0.286253014	0	0.011228146
PRJNA922564	SRR23075911	0.228508386	0.394105229	0.3634212	0	0.013965185
PRJNA922564	SRR23075913	0.348707569	0.259049194	0.381967241	0	0.010275996
PRJNA922564	SRR23075915	0.124617967	0.476714763	0.390975878	0	0.007691393
PRJNA922564	SRR23075917	0.112273687	0.506090293	0.367577571	0	0.014058448
PRJNA922564	SRR23075919	0.199566126	0.470353821	0.323271998	0	0.006808055
PRJNA922564	SRR23075920	0.16733833	0.49477347	0.321716714	0	0.016171486
PRJNA922564	SRR23075922	0.227015281	0.45360249	0.311901292	0	0.007480936
PRJNA922564	SRR23075924	0.18069416	0.444688273	0.361269479	0	0.013348088
PRJNA922564	SRR23075926	0.255662878	0.413129555	0.319081092	0	0.012126474
PRJNA922564	SRR23075928	0.157634035	0.475975843	0.359895027	0	0.006495095
PRJNA922564	SRR23075931	0.487599861	0.204614381	0.303121074	0	0.004664684
PRJNA922564	SRR23075933	0.289716723	0.411660696	0.291245644	0	0.007376937
PRJNA922564	SRR23075935	0.298902252	0.341147134	0.353213274	0	0.006737341
PRJNA922564	SRR23075937	0.225430674	0.363119813	0.40262301	0	0.008826502
PRJNA922564	SRR23075940	0.160094242	0.480702127	0.35491898	0	0.00428465
PRJNA922564	SRR23075942	0.181161218	0.479271404	0.330606068	0	0.00896131
PRJNA922564	SRR23075944	0.177627464	0.432761984	0.376198911	0	0.013411641
PRJNA922564	SRR23075946	0.124337561	0.586846474	0.283034885	0	0.00578108
PRJNA922564	SRR23075950	0.102889764	0.599521286	0.285934808	0	0.011654142
PRJNA922564	SRR23075952	0.197083007	0.475409932	0.307172908	0	0.020334153
PRJNA922564	SRR23075954	0.154612673	0.495759247	0.341781344	0	0.007846736
PRJNA922564	SRR23075956	0.21029608	0.400221095	0.381513902	0	0.007968924
PRJNA922564	SRR23075958	0.136231636	0.415333242	0.434784739	0	0.013650383
PRJNA922564	SRR23075960	0.202271673	0.347579476	0.419501911	0	0.03064694
PRJNA922564	SRR23075961	0.221265171	0.395271771	0.372356867	0	0.011106191
PRJNA922564	SRR23075965	0.243782292	0.399025191	0.346943431	0	0.010249086
PRJNA922564	SRR23075967	0.123825106	0.389373309	0.471275444	0	0.015526141
PRJNA922564	SRR23075969	0.208044656	0.509451736	0.275688043	0	0.006815565
PRJNA922564	SRR23075971	0.134618793	0.381830327	0.465755902	0	0.017794978
PRJNA922564	SRR23075973	0.181710591	0.395998748	0.416048457	0	0.006242204
PRJNA922564	SRR23075975	0.135244548	0.474132298	0.378809781	0	0.011813373
PRJNA922564	SRR23075982	0.219630403	0.235584079	0.539051921	0	0.005733597
PRJNA922564	SRR23075984	0.187149857	0.470009792	0.334477477	0	0.008362874
PRJNA922564	SRR23075986	0.464647366	0.278112332	0.248537327	0	0.008702975
PRJNA922564	SRR23075987	0.252624092	0.220810154	0.518770774	0	0.00779498
PRJNA922564	SRR23075995	0.219049385	0.385250017	0.382816097	0	0.012884501
PRJNA922564	SRR23075998	0.203526163	0.450249593	0.332197406	0	0.014026839
PRJNA922564	SRR23076000	0.119914126	0.310056103	0.563090164	0	0.006939607
PRJNA922564	SRR23076002	0.143644558	0.418989371	0.428886829	0	0.008479242
PRJNA922564	SRR23076004	0.229361495	0.50465957	0.255054062	0	0.010924873
PRJNA922564	SRR23076006	0.264160692	0.399849704	0.327897214	0	0.008092389
PRJNA922564	SRR23076008	0.299706721	0.239122547	0.436080785	0	0.025089947
PRJNA922564	SRR23076009	0.220024933	0.400195186	0.366006091	0	0.013773791
PRJNA922564	SRR23076011	0.178816615	0.497572759	0.308767743	0	0.014842883
PRJNA922564	SRR23076013	0.216813767	0.427279931	0.337616005	0	0.018290297
PRJNA922564	SRR23076015	0.260409064	0.378706228	0.350564486	0	0.010320222
PRJNA922564	SRR23076017	0.177585264	0.448497745	0.354269543	0	0.019647449
PRJNA922564	SRR23076020	0.178717967	0.327633597	0.484230459	0	0.009417976
PRJNA922564	SRR23076022	0.119179697	0.303116682	0.561211462	0	0.016492158
PRJNA922564	SRR23076024	0.144097526	0.504804534	0.349310683	0	0.001787257
PRJNA922564	SRR23076026	0.127291607	0.586097365	0.283140721	0	0.003470307
PRJNA922564	SRR23076028	0.344762556	0.284965897	0.359629285	0	0.010642262
PRJNA922564	SRR23076030	0.186296617	0.324857091	0.480538547	0	0.008307745
PRJNA922564	SRR23076032	0.148016192	0.411744027	0.435305003	0	0.004934777
PRJNA922564	SRR23076034	0.206476782	0.352599506	0.419164531	0	0.021759181
PRJNA922564	SRR23076036	0.137891113	0.366165347	0.488949361	0	0.006994179
PRJNA922564	SRR23076038	0.154218428	0.436987493	0.387713574	0	0.021080504
PRJNA922564	SRR23076040	0.250779741	0.380170614	0.351235851	0	0.017813794
PRJNA922564	SRR23076041	0.215339859	0.391464537	0.385574505	0	0.0076211
PRJNA922564	SRR23076043	0.169853648	0.447643893	0.378690457	0	0.003812003
PRJNA922564	SRR23076045	0.113456745	0.45091972	0.410593382	0	0.025030153
PRJNA922564	SRR23076047	0.429343896	0.256861716	0.300215491	0	0.013578897
PRJNA922564	SRR23076048	0.115581837	0.590064808	0.291234109	0	0.003119245
PRJNA922564	SRR23076050	0.178170604	0.403311052	0.408512022	0	0.010006323
PRJNA922564	SRR23076052	0.317287378	0.354468244	0.322063543	0	0.006180835
PRJNA922564	SRR23076054	0.288254577	0.27111427	0.432247991	0	0.008383163
PRJNA922564	SRR23076056	0.196052594	0.372433916	0.424787239	0	0.006726251
PRJNA922564	SRR23076059	0.219185758	0.349080688	0.41906028	0	0.012673274
PRJNA922564	SRR23076061	0.255498633	0.268441785	0.462256587	0	0.013802996
PRJNA922564	SRR23076063	0.19779562	0.32286937	0.467242884	0	0.012092127
PRJNA922564	SRR23076065	0.202965444	0.403364997	0.380687087	0	0.012982473
PRJNA922564	SRR23076067	0.237637834	0.322439363	0.422389943	0	0.01753286
PRJNA922564	SRR23076069	0.237939355	0.278171572	0.465632217	0	0.018256855
PRJNA922564	SRR23076070	0.211433274	0.332249134	0.442238126	0	0.014079466
PRJNA922564	SRR23076074	0.190354015	0.403933791	0.394355601	0	0.011356593
PRJNA922564	SRR23076076	0.16130504	0.352144371	0.475877292	0	0.010673297
PRJNA922564	SRR23076078	0.164082206	0.423086367	0.404569678	0	0.008261749
PRJNA922564	SRR23076080	0.172418855	0.469080821	0.336618355	0	0.02188197
PRJNA922564	SRR23076082	0.238918916	0.371821644	0.37928055	0	0.00997889
PRJNA922564	SRR23076083	0.135814057	0.454147517	0.401901898	0	0.008136529
PRJNA922564	SRR23076084	0.152495368	0.231366936	0.603167417	0	0.012970279
PRJNA922564	SRR23076087	0.235092722	0.413031961	0.341334215	0	0.010541101
PRJNA922564	SRR23076089	0.206786679	0.39619829	0.378885438	0	0.018129593
PRJNA922564	SRR23076091	0.1611976	0.442770117	0.385819764	0	0.010212519
PRJNA922564	SRR23076093	0.147738326	0.432484973	0.413292057	0	0.006484644
PRJNA922564	SRR23076095	0.217128631	0.448993966	0.322583364	0	0.011294038
PRJNA922564	SRR23076097	0.169141703	0.418977817	0.400842921	0	0.011037559
PRJNA922564	SRR23076100	0.166079788	0.430920226	0.387297978	0	0.015702008
PRJNA922564	SRR23076102	0.183582634	0.495068888	0.310411829	0	0.01093665
PRJNA922564	SRR23076104	0.122424584	0.4906223	0.373431366	0	0.01352175
PRJNA922564	SRR23076106	0.217119198	0.452309739	0.324153818	0	0.006417246
PRJNA922564	SRR23076108	0.168209461	0.394323568	0.418787424	0	0.018679547
PRJNA922564	SRR23076110	0.238061266	0.316933128	0.433730302	0	0.011275304
PRJNA922564	SRR23076111	0.201573449	0.396916678	0.39023874	0	0.011271134
PRJNA922564	SRR23076113	0.115387433	0.407526191	0.472517939	0	0.004568438
PRJNA922564	SRR23076115	0.18114389	0.361933961	0.443887966	0	0.013034183
PRJNA922564	SRR23076117	0.172808477	0.45706294	0.36489133	0	0.005237252
PRJNA922564	SRR23076120	0.213961665	0.260430444	0.514431307	0	0.011176585
PRJNA922564	SRR23076122	0.121910343	0.434948462	0.437229765	0	0.00591143
PRJNA922564	SRR23076124	0.10274599	0.485021021	0.391565335	0	0.020667654
PRJNA922564	SRR23076126	0.31535899	0.436246661	0.234574805	0	0.013819545
PRJNA922564	SRR23076128	0.212696393	0.391265835	0.381646367	0	0.014391405
PRJNA922564	SRR23076130	0.329261211	0.311734802	0.34928213	0	0.009721857
PRJNA922564	SRR23076131	0.327765571	0.402549266	0.255540661	0	0.014144502
PRJNA922564	SRR23076133	0.372125776	0.312156491	0.303292394	0	0.012425339
PRJNA922564	SRR23076135	0.197587032	0.392688242	0.394826754	0	0.014897972
PRJNA922564	SRR23076137	0.296780401	0.351034369	0.34032743	0	0.0118578
PRJNA922564	SRR23076139	0.139422769	0.442616349	0.387159446	0	0.030801435
PRJNA922564	SRR23076142	0.214349659	0.433394322	0.344778864	0	0.007477156
PRJNA922564	SRR23076144	0.207391829	0.314948137	0.463430174	0	0.01422986
PRJNA922564	SRR23076146	0.203808754	0.286391427	0.497644999	0	0.01215482
PRJNA922564	SRR23076148	0.100880109	0.382206696	0.496853087	0	0.020060108
PRJNA922564	SRR23076150	0.191755255	0.325075467	0.46449124	0	0.018678037
PRJNA922564	SRR23076152	0.234339485	0.203765545	0.551479336	0	0.010415635
PRJNA922564	SRR23076153	0.163134849	0.355275165	0.472133582	0	0.009456404
PRJNA922564	SRR23076155	0.147425222	0.489556182	0.352922183	0	0.010096413
PRJNA922564	SRR23076157	0.183800132	0.360008986	0.441682989	0	0.014507893
PRJNA922564	SRR23076159	0.170883707	0.320414401	0.48900328	0	0.019698612
PRJNA922564	SRR23076161	0.313591866	0.236981931	0.437655355	0	0.011770848
PRJNA922564	SRR23076162	0.273108759	0.366399134	0.34790203	0	0.012590077
PRJNA922564	SRR23076164	0.282857449	0.212668893	0.485046118	0	0.019427541
PRJNA922564	SRR23076166	0.179915798	0.312791496	0.498923523	0	0.008369183
PRJNA922564	SRR23076168	0.206760505	0.213244771	0.564854543	0	0.015140181
PRJNA922564	SRR23076170	0.19214995	0.275869188	0.518875721	0	0.01310514
PRJNA922564	SRR23076173	0.140827797	0.172692675	0.683187	0	0.003292528
PRJNA922564	SRR23076175	0.27953936	0.269169077	0.441489828	0	0.009801736
PRJNA922564	SRR23076177	0.192817449	0.52891139	0.271295886	0	0.006975275
PRJNA922564	SRR23076179	0.181582056	0.239306144	0.565007613	0	0.014104188
PRJNA922564	SRR23076181	0.189418499	0.497989206	0.299275309	0	0.013316986
PRJNA922564	SRR23076183	0.378604162	0.30176529	0.310020928	0	0.00960962
PRJNA922564	SRR23076184	0.213146579	0.272347553	0.501171169	0	0.013334699
PRJNA922564	SRR23076186	0.137043339	0.307220739	0.548797247	0	0.006938675
PRJNA922564	SRR23076188	0.214635747	0.461198421	0.311126832	0	0.013039001
PRJNA922564	SRR23076190	0.220039243	0.374277671	0.398398582	0	0.007284503
PRJNA922564	SRR23076206	0.267502017	0.391497969	0.330083107	0	0.010916907
PRJNA922564	SRR23076209	0.198375693	0.374089438	0.416066809	0	0.011468061
PRJNA922564	SRR23076212	0.188940438	0.456646837	0.346822701	0	0.007590024
PRJNA922564	SRR23076214	0.335483467	0.2920801	0.366156967	0	0.006279467
PRJNA922564	SRR23076216	0.461189278	0.249587736	0.283381514	0	0.005841472
PRJNA922564	SRR23076218	0.295714599	0.329242349	0.366360826	0	0.008682225
PRJNA922564	SRR23076220	0.169039522	0.552298259	0.271205977	0	0.007456243
PRJNA922564	SRR23076222	0.338950764	0.259305306	0.391215313	0	0.010528616
PRJNA922564	SRR23076223	0.319205953	0.324075721	0.348913696	0	0.007804631
